3,7,3,2,0,-5,-14,-28
15,-13,-12,-6,-5,-4,16,-23
13,-4,0,1,-2,-8,-49,-19
39,1,-6,-1,2,10,-60,48
-66,-26,-20,-13,-3,-3,52,-29
-4,0,-10,-10,-1,2,-12,-5
-22,4,0,3,1,1,28,10
66,-9,-3,-3,-2,-1,-15,-85
-56,-10,-8,-6,-1,-4,-55,32
18,9,15,11,3,5,42,10
-11,-2,5,-3,0,1,-10,0
16,2,-5,8,4,5,33,8
111,11,6,3,0,9,37,-60
-90,-11,-7,-2,-1,3,5,31
2,7,6,4,5,1,9,3
-2,-7,-4,-4,-4,-6,-13,5
82,1,-2,-1,-2,1,-8,-7
34,-8,-13,0,2,1,-3,-17
65,5,11,4,-3,4,-4,64
-42,-6,-7,-5,1,0,31,-23
3,-3,5,-3,-3,-6,-16,1
25,8,8,1,-3,-7,-5,-6
43,3,-13,1,0,13,31,-28
-29,-14,-11,-5,2,4,-29,-1
-11,-1,-4,3,-5,-8,-15,-22
-22,2,6,-1,-2,-6,-23,17
2,-4,-11,-5,-1,0,7,-16
-42,4,15,4,-3,-10,-11,34
-33,-17,-14,-11,-1,-3,4,-51
-33,-5,3,1,3,7,-9,-13
21,-1,-3,-6,-3,-11,-27,64
-44,-7,-10,-3,0,3,96,-10
-89,8,15,8,-1,-8,-19,2
-17,4,0,-2,0,0,7,-13
-3,-3,-1,-2,1,5,-37,-6
-3,10,-5,-5,-2,-7,5,1
-19,3,6,2,1,6,-5,47
28,3,-9,-2,-2,-3,32,16
-30,-17,-10,-3,-2,-3,-30,-47
-11,-3,-7,-1,2,1,43,53
40,-1,-6,-3,-3,4,-27,-21
20,-7,-4,0,-4,-5,-17,-5
-18,5,-11,-7,-3,-11,0,-10
-58,1,4,4,-2,0,1,78
-12,12,8,5,-1,-5,23,-16
42,-2,-1,-2,-1,0,28,16
-20,7,8,6,5,1,-24,-15
22,0,-1,4,0,-2,0,-22
-25,-6,-7,-6,-1,2,12,25
-11,-3,-12,-8,-2,3,-11,3
4,-7,-16,-8,-8,-9,-14,-4
36,0,9,-3,-2,-2,-8,-24
-28,-9,0,5,-2,-6,-5,3
6,0,0,5,1,-3,-2,-15
1,-6,9,1,-4,-7,-24,38
21,5,-4,-9,-5,-11,-31,-3
63,-5,-11,-2,1,-2,26,-23
14,2,10,2,0,-1,12,-3
-12,-1,1,0,-1,0,0,-5
48,8,6,2,-4,-5,21,30
-7,-6,-4,-3,0,5,-18,50
-14,0,-2,4,-1,3,-19,-13
-29,-1,-6,-2,0,-6,14,60
39,-4,-5,-1,2,8,-11,-53
-42,3,11,1,-3,-6,9,-2
-27,-11,-8,-8,-3,0,-41,9
27,-8,-6,-4,4,9,3,-30
54,-4,-15,-8,-5,-1,19,33
56,12,10,4,0,-4,-19,-10
-6,0,4,1,-1,3,17,1
6,6,3,0,0,1,8,-20
-43,-6,-2,0,-1,-1,10,-12
24,1,1,-1,-3,1,15,-2
70,11,3,3,2,0,-3,18
-7,-6,-5,-5,-6,-6,-3,-39
-75,-5,2,-1,-1,-5,-14,-13
-32,-5,-3,-1,-3,-5,25,1
-9,3,8,5,-1,-3,16,-10
-15,1,5,3,-1,2,-1,16
23,4,1,1,2,3,-8,24
76,7,6,5,0,3,5,3
-2,-8,-1,-5,1,2,-39,45
-7,14,12,3,1,0,11,-13
6,-9,-3,-3,-3,-6,2,-19
63,-9,-8,-4,1,5,-18,-9
19,-7,-6,-1,-3,0,17,-4
-67,-4,-8,-7,-2,5,-14,6
-3,3,2,0,-2,-2,35,-9
-38,-15,-9,-8,-3,-2,-31,24
10,-2,2,-6,-4,-5,14,-25
50,5,2,5,-1,3,-29,-13
21,-10,-14,-4,-3,-6,10,2
-80,5,4,2,0,-4,6,-42
14,9,6,2,2,0,25,-2
-26,1,-3,-1,-2,-3,11,36
-22,11,13,5,1,3,-14,-13
23,4,9,3,2,2,-1,6
-33,5,15,6,-1,-5,19,-21
4,-19,-16,-12,-2,-3,4,-1
12,1,-1,-1,-2,-4,-18,-21
-40,-4,-6,-3,-3,-3,-13,-2
-5,2,1,2,3,2,-3,-16
18,0,9,3,-7,-10,33,-13
-13,-6,-5,-3,1,4,-62,-38
-17,-3,-5,-3,0,1,10,31
79,3,-8,-5,-5,-4,-17,19
-9,3,6,5,1,1,14,18
-91,1,1,4,4,-1,-7,-10
-34,8,18,2,0,-3,-6,-23
1,-11,-13,-3,2,3,-36,-16
-26,0,2,-3,-1,3,-11,5
9,-5,-1,-3,-2,-2,21,-2
28,4,-3,1,1,2,3,19
-79,-2,4,3,-2,-1,29,11
9,-5,1,2,3,3,-44,-9
15,3,8,5,-1,-8,-14,-12
12,-2,-1,2,-1,-2,36,-2
-3,-4,-9,-5,0,8,3,38
18,-6,-13,-5,-4,-6,8,-27
-3,2,6,2,1,4,11,3
14,-8,-12,-3,-2,-2,-14,10
32,6,8,0,-3,-8,-24,-18
10,-2,-5,-4,1,2,4,-1
-54,-2,-1,-3,1,0,3,18
-21,-5,-3,-7,-4,-5,-17,-9
-22,-2,-1,-1,-1,0,31,-67
22,-2,-4,-4,-2,-3,-1,4
27,-3,-7,-3,-2,2,-8,-27
-23,6,6,1,0,3,-11,-16
20,-3,-2,-3,-3,-8,-17,7
-12,9,-2,2,-1,6,47,17
11,-8,-8,-8,-4,-3,26,6
-7,-1,-2,1,2,-5,-15,-48
-9,-6,-5,2,1,2,-5,33
2,3,16,1,0,-2,14,-8
38,-12,-11,-2,-3,-1,-14,4
-18,-1,-4,-4,-4,-4,-18,-14
73,0,-8,-8,-4,1,23,14
-42,-4,-4,-1,0,-3,-23,-11
-2,5,8,6,1,2,-8,3
13,-6,-10,-3,-2,1,0,6
-19,1,1,0,-1,-2,-23,-8
49,12,8,5,3,4,-2,3
-29,-2,4,-3,-1,-2,-42,14
28,5,-1,2,0,-1,-9,-26
11,-2,-6,-4,-4,-5,12,12
-33,-9,-11,-5,1,-1,-12,1
-21,3,-2,0,-1,0,18,9
10,15,8,2,0,1,29,24
-2,-3,5,-3,0,-4,-52,-16
15,0,4,-1,-1,-7,-45,-24
-32,4,6,2,1,6,40,5
-3,-7,3,-5,-3,-3,5,21
-21,-4,-4,-2,-4,-4,0,2
-1,-3,-11,-2,-3,2,26,20
44,4,10,6,2,2,-26,6
41,3,5,1,1,-2,-4,-15
-50,-8,-4,1,1,-1,-14,-9
-4,5,12,8,-1,-7,1,0
8,-18,-21,-14,-6,0,19,-40
45,-8,-3,1,-2,-5,-5,3
-13,0,2,2,2,1,18,-2
7,-9,-9,-6,-4,-11,-1,8
50,-2,-3,2,0,-4,0,-12
-85,-2,-14,-2,0,6,-43,21
57,-2,-5,-7,-10,-9,33,18
-76,-7,2,0,2,2,-14,-16
19,-7,-7,-4,-1,-1,-6,-5
-14,-4,-2,-1,1,2,2,3
0,3,5,6,-1,-2,20,0
-27,-9,-13,-8,-4,1,-3,-31
45,-2,-1,1,0,-4,0,-14
-43,0,8,4,-2,-2,18,1
-31,-2,-13,-4,2,8,-23,25
-4,1,4,-1,1,1,28,-18
-35,4,-3,-7,-4,-2,-19,18
45,-1,-2,-3,-3,-2,18,-11
-26,10,13,3,3,4,2,10
48,-1,1,-2,-1,-8,0,5
12,2,8,5,0,-1,-40,15
21,11,12,7,2,1,1,15
-40,-11,-17,-10,-2,-2,1,-16
74,8,2,-1,-5,-8,37,-4
-30,1,5,2,1,2,18,18
23,0,-5,0,-1,-5,-9,10
-54,-8,3,-2,-4,-7,-27,-34
-17,-11,-15,-7,-3,4,12,-15
8,5,4,-1,0,0,2,-29
-29,-6,-3,-5,-2,2,1,-1
80,13,5,-1,-1,-2,2,29
-25,-5,-8,2,0,0,-30,8
-10,1,-5,-2,0,-2,9,41
-9,-11,-5,-6,-1,0,11,3
-32,-1,2,3,1,2,9,-5
30,8,13,6,-1,0,-7,24
35,7,-3,0,2,6,-8,-22
0,-2,-1,-1,-3,-1,-2,-4
-8,-4,2,0,-2,-3,-3,-2
-2,-8,-7,0,3,8,-4,-8
-2,2,0,-4,-4,-4,9,52
-46,-3,-3,0,-2,-3,16,7
-9,-6,-3,-2,-2,-4,-10,-11
-2,2,3,-3,-2,-3,-13,1
6,-2,-3,-2,-1,3,-12,-14
-14,-8,-11,-4,-1,2,0,-8
-14,3,4,2,0,-5,5,25
44,7,1,2,3,2,5,8
-20,0,6,6,1,0,12,-6
50,-15,-6,-3,-3,-4,-13,-10
13,-6,-11,-4,0,0,3,-5
-69,9,10,4,0,0,-11,0
-18,0,3,0,-1,-4,2,-6
30,2,5,0,1,5,-1,3
-3,6,1,1,-3,-1,2,6
-6,-16,-26,-11,-3,-2,-21,-3
-7,-4,4,-2,-2,-4,0,-5
-10,-1,-4,0,-3,-4,-2,8
50,-1,0,3,0,0,-11,-12
6,4,8,3,1,4,10,31
-5,-7,-13,-6,-1,2,-4,-20
-14,1,1,4,-4,-6,5,32
1,-1,-4,-4,2,1,11,-21
39,-1,1,2,-2,1,-12,-3
13,4,6,2,-1,0,3,-7
12,1,-4,0,0,0,-8,-13
-27,-1,-6,-2,-1,3,26,-6
-24,-7,5,-2,-3,-5,12,-9
-7,7,-3,0,0,2,-2,-17
25,6,-7,-3,0,0,7,10
12,0,9,3,0,-3,-49,-10
17,-2,-2,-6,1,1,10,2
35,-1,3,-1,-1,-3,-4,0
-17,-1,0,-2,-2,0,10,-14
-8,-3,-3,-5,2,3,-6,27
-17,0,4,3,1,1,-8,-2
-59,-11,-10,-3,-1,-1,-9,8
-13,-6,1,-1,4,2,1,14
37,-3,-5,-3,-3,-3,31,-15
18,-2,0,1,0,-1,-15,-9
33,6,8,7,-3,-6,8,18
-34,-11,-15,-8,-2,-2,-11,1
-7,-8,6,-4,-2,0,-32,-8
21,9,6,-2,-5,-3,79,9
37,-7,-11,-7,-4,-7,-56,-22
48,3,-1,2,-3,-7,-7,-6
-48,-8,0,3,5,5,6,12
68,2,-1,-3,-2,-2,-37,9
-23,3,9,2,-3,-3,19,8
4,7,11,5,0,-1,2,-14
-22,-7,-4,-4,-3,-1,7,-3
-20,6,6,2,-1,-1,-10,2
32,-7,-7,-6,-4,-3,12,-1
-38,8,11,4,-2,-4,-12,-15
6,2,4,3,-1,-1,5,4
50,-11,-16,-1,1,-1,11,-5
-13,4,0,-1,-1,-3,0,-4
13,3,5,0,2,2,-2,2
-6,0,-1,-1,-3,-10,-13,-20
-24,-3,-2,0,-2,0,3,9
-72,0,2,1,1,5,9,9
14,1,-5,-1,-3,-1,2,-12
-1,-1,-8,2,2,-1,-3,-7
-20,-9,-8,-5,-3,-3,-18,-6
-35,-10,-15,-4,-3,0,9,-1
0,-4,16,-3,-2,-3,4,-3
-3,2,-7,-2,-1,2,1,7
-25,-13,-17,-10,-3,-3,-34,-10
-19,-7,-2,-2,0,-2,5,-10
-25,3,-3,2,1,-2,-3,-3
1,-10,-13,-5,-4,0,8,7
-32,-2,0,0,0,1,6,-1
56,1,-4,1,5,8,21,13
38,-6,-5,-6,-2,-7,0,-4
-24,2,10,2,0,-3,-4,-6
-5,3,-6,-6,-1,0,0,3
35,-4,3,0,-7,-11,-18,-1
-67,-9,-1,-2,4,5,14,-8
